PERÍODO;UNIDADES;TOTAL;ID LOJA;;;;;;
22/06/2024;AVENIDA - AUTOSSERVIÇO 01;710;103;;;;;;
22/06/2024;AVENIDA - AUTOSSERVIÇO 02;2379;103;;;;;;
22/06/2024;AVENIDA - AUTOSSERVIÇO 03;544;103;;;;;;
22/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;3090;103;;;;;;
22/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;8102;103;;;;;;
22/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3338;103;;;;;;
22/06/2024;AVENIDA - BALCÃO DE ENTREGAS;6835;103;;;;;;
22/06/2024;AVENIDA - ELETRÔNICO;13170;103;;;;;;
22/06/2024;AVENIDA - LINHA BRANCA ;960;103;;;;;;
22/06/2024;AVENIDA - MOVEIS 2° PISO;1912;103;;;;;;
22/06/2024;AVENIDA - MOVEIS 3º PISO;441;103;;;;;;
22/06/2024;BOA VISTA SHOPPING;3025;701;;;;;;
22/06/2024;CAMAPUÃ;4342;118;;;;;;
22/06/2024;COARI;1382;591;;;;;;
22/06/2024;EDUCANDOS;1678;105;;;;;;
22/06/2024;ITACOATIARA;1630;510;;;;;;
22/06/2024;JATUARANA;2423;204;;;;;;
22/06/2024;MANACAPURU;2244;520;;;;;;
22/06/2024;MANAUARA;2951;119;;;;;;
22/06/2024;MATRIZ;5191;101;;;;;;
22/06/2024;MILLENNIUM;1404;117;;;;;;
22/06/2024;NOVA CIDADE;4434;121;;;;;;
22/06/2024;PONTA NEGRA;2810;114;;;;;;
22/06/2024;PONTA NEGRA SHOPPING;1651;120;;;;;;
22/06/2024;PORTO VELHO CENTRO;1722;201;;;;;;
22/06/2024;PORTO VELHO SHOPPING;3601;202;;;;;;
22/06/2024;RIO BRANCO SHOPPING;2276;401;;;;;;
22/06/2024;STUDIO 5;2859;116;;;;;;
22/06/2024;TORQUATO;4347;500;;;;;;
22/06/2024;IRANDUBA;1568;550;;;;;;
22/06/2024;JI-PARANÁ;1682;205;;;;;;
22/06/2024;PARINTINS;2158;590;;;;;;
22/06/2024;AMAZONAS SHOPPING;15870;106;;;;;;
22/06/2024;GRANDE CIRCULAR;6203;109;;;;;;
22/06/2024;CIDADE NOVA;6967;115;;;;;;
23/06/2024;AVENIDA - AUTOSSERVIÇO 01;188;103;;;;;;
23/06/2024;AVENIDA - AUTOSSERVIÇO 02;519;103;;;;;;
23/06/2024;AVENIDA - AUTOSSERVIÇO 03;154;103;;;;;;
23/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;9452;103;;;;;;
23/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;2218;103;;;;;;
23/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;495;103;;;;;;
23/06/2024;AVENIDA - BALCÃO DE ENTREGAS;1893;103;;;;;;
23/06/2024;AVENIDA - ELETRÔNICO;3617;103;;;;;;
23/06/2024;AVENIDA - LINHA BRANCA ;1162;103;;;;;;
23/06/2024;AVENIDA - MOVEIS 2° PISO;350;103;;;;;;
23/06/2024;AVENIDA - MOVEIS 3º PISO;60;103;;;;;;
23/06/2024;BOA VISTA SHOPPING;2261;701;;;;;;
23/06/2024;CAMAPUÃ;;118;;;;;;
23/06/2024;COARI;404;591;;;;;;
23/06/2024;EDUCANDOS;641;105;;;;;;
23/06/2024;ITACOATIARA;509;510;;;;;;
23/06/2024;JATUARANA;605;204;;;;;;
23/06/2024;MANACAPURU;769;520;;;;;;
23/06/2024;MANAUARA;2131;119;;;;;;
23/06/2024;MATRIZ;264;101;;;;;;
23/06/2024;MILLENNIUM;362;117;;;;;;
23/06/2024;NOVA CIDADE;2548;121;;;;;;
23/06/2024;PONTA NEGRA;1514;114;;;;;;
23/06/2024;PONTA NEGRA SHOPPING;1187;120;;;;;;
23/06/2024;PORTO VELHO CENTRO;441;201;;;;;;
23/06/2024;PORTO VELHO SHOPPING;2465;202;;;;;;
23/06/2024;RIO BRANCO SHOPPING;1498;401;;;;;;
23/06/2024;STUDIO 5;1664;116;;;;;;
23/06/2024;TORQUATO;1579;500;;;;;;
23/06/2024;IRANDUBA;598;550;;;;;;
23/06/2024;JI-PARANÁ;203;205;;;;;;
23/06/2024;PARINTINS;632;590;;;;;;
23/06/2024;AMAZONAS SHOPPING;9651;106;;;;;;
23/06/2024;GRANDE CIRCULAR;3706;109;;;;;;
23/06/2024;CIDADE NOVA;4410;115;;;;;;
24/06/2024;AVENIDA - AUTOSSERVIÇO 01;581;103;;;;;;
24/06/2024;AVENIDA - AUTOSSERVIÇO 02;1523;103;;;;;;
24/06/2024;AVENIDA - AUTOSSERVIÇO 03;390;103;;;;;;
24/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;2269;103;;;;;;
24/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;6653;103;;;;;;
24/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;2947;103;;;;;;
24/06/2024;AVENIDA - BALCÃO DE ENTREGAS;6192;103;;;;;;
24/06/2024;AVENIDA - ELETRÔNICO;10986;103;;;;;;
24/06/2024;AVENIDA - LINHA BRANCA ;3189;103;;;;;;
24/06/2024;AVENIDA - MOVEIS 2° PISO;2010;103;;;;;;
24/06/2024;AVENIDA - MOVEIS 3º PISO;456;103;;;;;;
24/06/2024;BOA VISTA SHOPPING;1811;701;;;;;;
24/06/2024;CAMAPUÃ;;118;;;;;;
24/06/2024;COARI;1561;591;;;;;;
24/06/2024;EDUCANDOS;1882;105;;;;;;
24/06/2024;ITACOATIARA;2090;510;;;;;;
24/06/2024;JATUARANA;1989;204;;;;;;
24/06/2024;MANACAPURU;2734;520;;;;;;
24/06/2024;MANAUARA;2069;119;;;;;;
24/06/2024;MATRIZ;5534;101;;;;;;
24/06/2024;MILLENNIUM;1540;117;;;;;;
24/06/2024;NOVA CIDADE;5033;121;;;;;;
24/06/2024;PONTA NEGRA;2334;114;;;;;;
24/06/2024;PONTA NEGRA SHOPPING;1249;120;;;;;;
24/06/2024;PORTO VELHO CENTRO;1728;201;;;;;;
24/06/2024;PORTO VELHO SHOPPING;2332;202;;;;;;
24/06/2024;RIO BRANCO SHOPPING;1339;401;;;;;;
24/06/2024;STUDIO 5;2585;116;;;;;;
24/06/2024;TORQUATO;3559;500;;;;;;
24/06/2024;IRANDUBA;823;550;;;;;;
24/06/2024;JI-PARANÁ;1720;205;;;;;;
24/06/2024;PARINTINS;3146;590;;;;;;
24/06/2024;AMAZONAS SHOPPING;13598;106;;;;;;
24/06/2024;GRANDE CIRCULAR;5196;109;;;;;;
24/06/2024;CIDADE NOVA;5837;115;;;;;;
25/06/2024;AVENIDA - AUTOSSERVIÇO 01;526;103;;;;;;
25/06/2024;AVENIDA - AUTOSSERVIÇO 02;1652;103;;;;;;
25/06/2024;AVENIDA - AUTOSSERVIÇO 03;433;103;;;;;;
25/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;2547;103;;;;;;
25/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;6238;103;;;;;;
25/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3168;103;;;;;;
25/06/2024;AVENIDA - BALCÃO DE ENTREGAS;6580;103;;;;;;
25/06/2024;AVENIDA - ELETRÔNICO;11013;103;;;;;;
25/06/2024;AVENIDA - LINHA BRANCA ;2854;103;;;;;;
25/06/2024;AVENIDA - MOVEIS 2° PISO;1849;103;;;;;;
25/06/2024;AVENIDA - MOVEIS 3º PISO;368;103;;;;;;
25/06/2024;BOA VISTA SHOPPING;1917;701;;;;;;
25/06/2024;CAMAPUÃ;2276;118;;;;;;
25/06/2024;COARI;1389;591;;;;;;
25/06/2024;EDUCANDOS;1949;105;;;;;;
25/06/2024;ITACOATIARA;2213;510;;;;;;
25/06/2024;JATUARANA;2079;204;;;;;;
25/06/2024;MANACAPURU;2796;520;;;;;;
25/06/2024;MANAUARA;4465;119;;;;;;
25/06/2024;MATRIZ;5812;101;;;;;;
25/06/2024;MILLENNIUM;1494;117;;;;;;
25/06/2024;NOVA CIDADE;4958;121;;;;;;
25/06/2024;PONTA NEGRA;2350;114;;;;;;
25/06/2024;PONTA NEGRA SHOPPING;1253;120;;;;;;
25/06/2024;PORTO VELHO CENTRO;1894;201;;;;;;
25/06/2024;PORTO VELHO SHOPPING;2331;202;;;;;;
25/06/2024;RIO BRANCO SHOPPING;1465;401;;;;;;
25/06/2024;STUDIO 5;2645;116;;;;;;
25/06/2024;TORQUATO;3765;500;;;;;;
25/06/2024;IRANDUBA;1910;550;;;;;;
25/06/2024;JI-PARANÁ;1502;205;;;;;;
25/06/2024;PARINTINS;2492;590;;;;;;
25/06/2024;AMAZONAS SHOPPING;13106;106;;;;;;
25/06/2024;GRANDE CIRCULAR;5212;109;;;;;;
25/06/2024;CIDADE NOVA;5929;115;;;;;;
26/06/2024;AVENIDA - AUTOSSERVIÇO 01;500;103;;;;;;
26/06/2024;AVENIDA - AUTOSSERVIÇO 02;1760;103;;;;;;
26/06/2024;AVENIDA - AUTOSSERVIÇO 03;1421;103;;;;;;
26/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;2506;103;;;;;;
26/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;6657;103;;;;;;
26/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3125;103;;;;;;
26/06/2024;AVENIDA - BALCÃO DE ENTREGAS;7022;103;;;;;;
26/06/2024;AVENIDA - ELETRÔNICO;10948;103;;;;;;
26/06/2024;AVENIDA - LINHA BRANCA ;2595;103;;;;;;
26/06/2024;AVENIDA - MOVEIS 2° PISO;1501;103;;;;;;
26/06/2024;AVENIDA - MOVEIS 3º PISO;264;103;;;;;;
26/06/2024;BOA VISTA SHOPPING;1849;701;;;;;;
26/06/2024;CAMAPUÃ;4041;118;;;;;;
26/06/2024;COARI;1461;591;;;;;;
26/06/2024;EDUCANDOS;1857;105;;;;;;
26/06/2024;ITACOATIARA;2497;510;;;;;;
26/06/2024;JATUARANA;1985;204;;;;;;
26/06/2024;MANACAPURU;2908;520;;;;;;
26/06/2024;MANAUARA;4770;119;;;;;;
26/06/2024;MATRIZ;5521;101;;;;;;
26/06/2024;MILLENNIUM;1428;117;;;;;;
26/06/2024;NOVA CIDADE;4949;121;;;;;;
26/06/2024;PONTA NEGRA;2204;114;;;;;;
26/06/2024;PONTA NEGRA SHOPPING;1653;120;;;;;;
26/06/2024;PORTO VELHO CENTRO;1692;201;;;;;;
26/06/2024;PORTO VELHO SHOPPING;2320;202;;;;;;
26/06/2024;RIO BRANCO SHOPPING;1452;401;;;;;;
26/06/2024;STUDIO 5;2379;116;;;;;;
26/06/2024;TORQUATO;3610;500;;;;;;
26/06/2024;IRANDUBA;1507;550;;;;;;
26/06/2024;JI-PARANÁ;1556;205;;;;;;
26/06/2024;PARINTINS;5448;590;;;;;;
26/06/2024;AMAZONAS SHOPPING;12927;106;;;;;;
26/06/2024;GRANDE CIRCULAR;4866;109;;;;;;
26/06/2024;CIDADE NOVA;5537;115;;;;;;
27/06/2024;AVENIDA - AUTOSSERVIÇO 01;504;103;;;;;;
27/06/2024;AVENIDA - AUTOSSERVIÇO 02;2084;103;;;;;;
27/06/2024;AVENIDA - AUTOSSERVIÇO 03;1713;103;;;;;;
27/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;3130;103;;;;;;
27/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;7180;103;;;;;;
27/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3419;103;;;;;;
27/06/2024;AVENIDA - BALCÃO DE ENTREGAS;6849;103;;;;;;
27/06/2024;AVENIDA - ELETRÔNICO;12065;103;;;;;;
27/06/2024;AVENIDA - LINHA BRANCA ;2783;103;;;;;;
27/06/2024;AVENIDA - MOVEIS 2° PISO;1647;103;;;;;;
27/06/2024;AVENIDA - MOVEIS 3º PISO;310;103;;;;;;
27/06/2024;BOA VISTA SHOPPING;2314;701;;;;;;
27/06/2024;CAMAPUÃ;4426;118;;;;;;
27/06/2024;COARI;1439;591;;;;;;
27/06/2024;EDUCANDOS;1927;105;;;;;;
27/06/2024;ITACOATIARA;3148;510;;;;;;
27/06/2024;JATUARANA;1964;204;;;;;;
27/06/2024;MANACAPURU;2889;520;;;;;;
27/06/2024;MANAUARA;4946;119;;;;;;
27/06/2024;MATRIZ;5581;101;;;;;;
27/06/2024;MILLENNIUM;1542;117;;;;;;
27/06/2024;NOVA CIDADE;5242;121;;;;;;
27/06/2024;PONTA NEGRA;2496;114;;;;;;
27/06/2024;PONTA NEGRA SHOPPING;1588;120;;;;;;
27/06/2024;PORTO VELHO CENTRO;1701;201;;;;;;
27/06/2024;PORTO VELHO SHOPPING;2152;202;;;;;;
27/06/2024;RIO BRANCO SHOPPING;1448;401;;;;;;
27/06/2024;STUDIO 5;2960;116;;;;;;
27/06/2024;TORQUATO;3966;500;;;;;;
27/06/2024;IRANDUBA;1683;550;;;;;;
27/06/2024;JI-PARANÁ;1659;205;;;;;;
27/06/2024;PARINTINS;5720;590;;;;;;
27/06/2024;AMAZONAS SHOPPING;13224;106;;;;;;
27/06/2024;GRANDE CIRCULAR;5395;109;;;;;;
27/06/2024;CIDADE NOVA;6295;115;;;;;;
28/06/2024;AVENIDA - AUTOSSERVIÇO 01;668;103;;;;;;
28/06/2024;AVENIDA - AUTOSSERVIÇO 02;2949;103;;;;;;
28/06/2024;AVENIDA - AUTOSSERVIÇO 03;2237;103;;;;;;
28/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;3585;103;;;;;;
28/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;9170;103;;;;;;
28/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;4074;103;;;;;;
28/06/2024;AVENIDA - BALCÃO DE ENTREGAS;8656;103;;;;;;
28/06/2024;AVENIDA - ELETRÔNICO;13771;103;;;;;;
28/06/2024;AVENIDA - LINHA BRANCA ;3950;103;;;;;;
28/06/2024;AVENIDA - MOVEIS 2° PISO;1921;103;;;;;;
28/06/2024;AVENIDA - MOVEIS 3º PISO;556;103;;;;;;
28/06/2024;BOA VISTA SHOPPING;2412;701;;;;;;
28/06/2024;CAMAPUÃ;5476;118;;;;;;
28/06/2024;COARI;2216;591;;;;;;
28/06/2024;EDUCANDOS;2060;105;;;;;;
28/06/2024;ITACOATIARA;3782;510;;;;;;
28/06/2024;JATUARANA;2326;204;;;;;;
28/06/2024;MANACAPURU;3617;520;;;;;;
28/06/2024;MANAUARA;5807;119;;;;;;
28/06/2024;MATRIZ;6372;101;;;;;;
28/06/2024;MILLENNIUM;1535;117;;;;;;
28/06/2024;NOVA CIDADE;5668;121;;;;;;
28/06/2024;PONTA NEGRA;2987;114;;;;;;
28/06/2024;PONTA NEGRA SHOPPING;1690;120;;;;;;
28/06/2024;PORTO VELHO CENTRO;2380;201;;;;;;
28/06/2024;PORTO VELHO SHOPPING;2898;202;;;;;;
28/06/2024;RIO BRANCO SHOPPING;1825;401;;;;;;
28/06/2024;STUDIO 5;3340;116;;;;;;
28/06/2024;TORQUATO;4958;500;;;;;;
28/06/2024;IRANDUBA;2242;550;;;;;;
28/06/2024;JI-PARANÁ;1400;205;;;;;;
28/06/2024;PARINTINS;5869;590;;;;;;
28/06/2024;AMAZONAS SHOPPING;16181;106;;;;;;
28/06/2024;GRANDE CIRCULAR;7166;109;;;;;;
28/06/2024;CIDADE NOVA;7599;115;;;;;;
29/06/2024;AVENIDA - AUTOSSERVIÇO 01;852;103;;;;;;
29/06/2024;AVENIDA - AUTOSSERVIÇO 02;2836;103;;;;;;
29/06/2024;AVENIDA - AUTOSSERVIÇO 03;2365;103;;;;;;
29/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;3698;103;;;;;;
29/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;8754;103;;;;;;
29/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3793;103;;;;;;
29/06/2024;AVENIDA - BALCÃO DE ENTREGAS;7689;103;;;;;;
29/06/2024;AVENIDA - ELETRÔNICO;13647;103;;;;;;
29/06/2024;AVENIDA - LINHA BRANCA ;3760;103;;;;;;
29/06/2024;AVENIDA - MOVEIS 2° PISO;2518;103;;;;;;
29/06/2024;AVENIDA - MOVEIS 3º PISO;831;103;;;;;;
29/06/2024;BOA VISTA SHOPPING;3103;701;;;;;;
29/06/2024;CAMAPUÃ;5443;118;;;;;;
29/06/2024;COARI;1614;591;;;;;;
29/06/2024;EDUCANDOS;1832;105;;;;;;
29/06/2024;ITACOATIARA;1254;510;;;;;;
29/06/2024;JATUARANA;2958;204;;;;;;
29/06/2024;MANACAPURU;2686;520;;;;;;
29/06/2024;MANAUARA;6455;119;;;;;;
29/06/2024;MATRIZ;5096;101;;;;;;
29/06/2024;MILLENNIUM;1215;117;;;;;;
29/06/2024;NOVA CIDADE;5478;121;;;;;;
29/06/2024;PONTA NEGRA;3156;114;;;;;;
29/06/2024;PONTA NEGRA SHOPPING;1835;120;;;;;;
29/06/2024;PORTO VELHO CENTRO;2151;201;;;;;;
29/06/2024;PORTO VELHO SHOPPING;3557;202;;;;;;
29/06/2024;RIO BRANCO SHOPPING;2305;401;;;;;;
29/06/2024;STUDIO 5;3138;116;;;;;;
29/06/2024;TORQUATO;5319;500;;;;;;
29/06/2024;IRANDUBA;2065;550;;;;;;
29/06/2024;JI-PARANÁ;961;205;;;;;;
29/06/2024;PARINTINS;5134;590;;;;;;
29/06/2024;AMAZONAS SHOPPING;16400;106;;;;;;
29/06/2024;GRANDE CIRCULAR;7181;109;;;;;;
29/06/2024;CIDADE NOVA;7859;115;;;;;;
30/06/2024;AVENIDA - AUTOSSERVIÇO 01;227;103;;;;;;
30/06/2024;AVENIDA - AUTOSSERVIÇO 02;753;103;;;;;;
30/06/2024;AVENIDA - AUTOSSERVIÇO 03;571;103;;;;;;
30/06/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;943;103;;;;;;
30/06/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;2145;103;;;;;;
30/06/2024;AVENIDA - JOAQUIM SARMENTO LOJA;496;103;;;;;;
30/06/2024;AVENIDA - BALCÃO DE ENTREGAS;1988;103;;;;;;
30/06/2024;AVENIDA - ELETRÔNICO;3897;103;;;;;;
30/06/2024;AVENIDA - LINHA BRANCA ;1359;103;;;;;;
30/06/2024;AVENIDA - MOVEIS 2° PISO;414;103;;;;;;
30/06/2024;AVENIDA - MOVEIS 3º PISO;107;103;;;;;;
30/06/2024;BOA VISTA SHOPPING;2563;701;;;;;;
30/06/2024;CAMAPUÃ;2709;118;;;;;;
30/06/2024;COARI;573;591;;;;;;
30/06/2024;EDUCANDOS;667;105;;;;;;
30/06/2024;ITACOATIARA;851;510;;;;;;
30/06/2024;JATUARANA;572;204;;;;;;
30/06/2024;MANACAPURU;886;520;;;;;;
30/06/2024;MANAUARA;4119;119;;;;;;
30/06/2024;MATRIZ;0;101;;;;;;
30/06/2024;MILLENNIUM;336;117;;;;;;
30/06/2024;NOVA CIDADE;3225;121;;;;;;
30/06/2024;PONTA NEGRA;2080;114;;;;;;
30/06/2024;PONTA NEGRA SHOPPING;1323;120;;;;;;
30/06/2024;PORTO VELHO CENTRO;0;201;;;;;;
30/06/2024;PORTO VELHO SHOPPING;2511;202;;;;;;
30/06/2024;RIO BRANCO SHOPPING;1601;401;;;;;;
30/06/2024;STUDIO 5;1493;116;;;;;;
30/06/2024;TORQUATO;2199;500;;;;;;
30/06/2024;IRANDUBA;885;550;;;;;;
30/06/2024;JI-PARANÁ;105;205;;;;;;
30/06/2024;PARINTINS;1798;590;;;;;;
30/06/2024;AMAZONAS SHOPPING;10264;106;;;;;;
30/06/2024;GRANDE CIRCULAR;4629;109;;;;;;
30/06/2024;CIDADE NOVA;5122;115;;;;;;
01/07/2024;AVENIDA - AUTOSSERVIÇO 01;714;103;;;;;;
01/07/2024;AVENIDA - AUTOSSERVIÇO 02;2139;103;;;;;;
01/07/2024;AVENIDA - AUTOSSERVIÇO 03;1673;103;;;;;;
 01/07/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;2801;103;;;;;;
01/07/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;7383;103;;;;;;
01/07/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3480;103;;;;;;
01/07/2024;AVENIDA - BALCÃO DE ENTREGAS;8175;103;;;;;;
 01/07/2024;AVENIDA - ELETRÔNICO;11348;103;;;;;;
01/07/2024;AVENIDA - LINHA BRANCA ;3438;103;;;;;;
01/07/2024;AVENIDA - MOVEIS 2° PISO;1811;103;;;;;;
01/07/2024;AVENIDA - MOVEIS 3º PISO;609;103;;;;;;
01/07/2024;BOA VISTA SHOPPING;2356;701;;;;;;
01/07/2024;CAMAPUÃ;5222;118;;;;;;
01/07/2024;COARI;1999;591;;;;;;
01/07/2024;EDUCANDOS;1899;105;;;;;;
01/07/2024;ITACOATIARA;4133;510;;;;;;
01/07/2024;JATUARANA;2786;204;;;;;;
01/07/2024;MANACAPURU;3771;520;;;;;;
01/07/2024;MANAUARA;5520;119;;;;;;
01/07/2024;MATRIZ;1608;101;;;;;;
01/07/2024;MILLENNIUM;1732;117;;;;;;
01/07/2024;NOVA CIDADE;5810;121;;;;;;
01/07/2024;PONTA NEGRA;3172;114;;;;;;
01/07/2024;PONTA NEGRA SHOPPING;1729;120;;;;;;
01/07/2024;PORTO VELHO CENTRO;2563;201;;;;;;
01/07/2024;PORTO VELHO SHOPPING;2815;202;;;;;;
01/07/2024;RIO BRANCO SHOPPING;1625;401;;;;;;
01/07/2024;STUDIO 5;3084;116;;;;;;
01/07/2024;TORQUATO;4924;500;;;;;;
01/07/2024;IRANDUBA;1798;550;;;;;;
01/07/2024;JI-PARANÁ;1544;205;;;;;;
01/07/2024;PARINTINS;77;590;;;;;;
01/07/2024;AMAZONAS SHOPPING;15848;106;;;;;;
01/07/2024;GRANDE CIRCULAR;6596;109;;;;;;
01/07/2024;CIDADE NOVA;7488;115;;;;;;
02/07/2024;AVENIDA - AUTOSSERVIÇO 01;520;103;;;;;;
02/07/2024;AVENIDA - AUTOSSERVIÇO 02;2105;103;;;;;;
02/07/2024;AVENIDA - AUTOSSERVIÇO 03;1633;103;;;;;;
02/07/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;2895;103;;;;;;
02/07/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;6870;103;;;;;;
02/07/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3140;103;;;;;;
02/07/2024;AVENIDA - BALCÃO DE ENTREGAS;6998;103;;;;;;
02/07/2024;AVENIDA - ELETRÔNICO;10685;103;;;;;;
02/07/2024;AVENIDA - LINHA BRANCA ;3240;103;;;;;;
02/07/2024;AVENIDA - MOVEIS 2° PISO;1452;103;;;;;;
02/07/2024;AVENIDA - MOVEIS 3º PISO;305;103;;;;;;
02/07/2024;BOA VISTA SHOPPING;2503;701;;;;;;
02/07/2024;CAMAPUÃ;4913;118;;;;;;
02/07/2024;COARI;1604;591;;;;;;
02/07/2024;EDUCANDOS;1841;105;;;;;;
02/07/2024;ITACOATIARA;3271;510;;;;;;
02/07/2024;JATUARANA;2727;204;;;;;;
02/07/2024;MANACAPURU;3184;520;;;;;;
02/07/2024;MANAUARA;5185;119;;;;;;
02/07/2024;MATRIZ;6217;101;;;;;;
02/07/2024;MILLENNIUM;1650;117;;;;;;
02/07/2024;NOVA CIDADE;5582;121;;;;;;
02/07/2024;PONTA NEGRA;2898;114;;;;;;
02/07/2024;PONTA NEGRA SHOPPING;1733;120;;;;;;
02/07/2024;PORTO VELHO CENTRO;2419;201;;;;;;
02/07/2024;PORTO VELHO SHOPPING;2796;202;;;;;;
02/07/2024;RIO BRANCO SHOPPING;1705;401;;;;;;
02/07/2024;STUDIO 5;3087;116;;;;;;
02/07/2024;TORQUATO;4918;500;;;;;;
02/07/2024;IRANDUBA;1789;550;;;;;;
02/07/2024;JI-PARANÁ;1416;205;;;;;;
02/07/2024;PARINTINS;3588;590;;;;;;
02/07/2024;AMAZONAS SHOPPING;15016;106;;;;;;
02/07/2024;GRANDE CIRCULAR;6131;109;;;;;;
02/07/2024;CIDADE NOVA;7569;115;;;;;;
03/07/2024;AVENIDA - AUTOSSERVIÇO 01;696;103;;;;;;
03/07/2024;AVENIDA - AUTOSSERVIÇO 02;1999;103;;;;;;
03/07/2024;AVENIDA - AUTOSSERVIÇO 03;1588;103;;;;;;
03/07/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;2858;103;;;;;;
03/07/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;6940;103;;;;;;
03/07/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3481;103;;;;;;
03/07/2024;AVENIDA - BALCÃO DE ENTREGAS;6752;103;;;;;;
03/07/2024;AVENIDA - ELETRÔNICO;10978;103;;;;;;
03/07/2024;AVENIDA - LINHA BRANCA ;3836;103;;;;;;
03/07/2024;AVENIDA - MOVEIS 2° PISO;1632;103;;;;;;
03/07/2024;AVENIDA - MOVEIS 3º PISO;408;103;;;;;;
03/07/2024;BOA VISTA SHOPPING;2238;701;;;;;;
03/07/2024;CAMAPUÃ;4586;118;;;;;;
03/07/2024;COARI;1557;591;;;;;;
03/07/2024;EDUCANDOS;1826;105;;;;;;
03/07/2024;ITACOATIARA;2725;510;;;;;;
03/07/2024;JATUARANA;2487;204;;;;;;
03/07/2024;MANACAPURU;2745;520;;;;;;
03/07/2024;MANAUARA;5223;119;;;;;;
03/07/2024;MATRIZ;5785;101;;;;;;
03/07/2024;MILLENNIUM;1561;117;;;;;;
03/07/2024;NOVA CIDADE;5242;121;;;;;;
03/07/2024;PONTA NEGRA;2765;114;;;;;;
03/07/2024;PONTA NEGRA SHOPPING;1723;120;;;;;;
03/07/2024;PORTO VELHO CENTRO;2061;201;;;;;;
03/07/2024;PORTO VELHO SHOPPING;2587;202;;;;;;
03/07/2024;RIO BRANCO SHOPPING;1474;401;;;;;;
03/07/2024;STUDIO 5;2734;116;;;;;;
03/07/2024;TORQUATO;4291;500;;;;;;
03/07/2024;IRANDUBA;6043;550;;;;;;
03/07/2024;JI-PARANÁ;5658;205;;;;;;
03/07/2024;PARINTINS;6893;590;;;;;;
03/07/2024;AMAZONAS SHOPPING;14484;106;;;;;;
03/07/2024;GRANDE CIRCULAR;10059;109;;;;;;
03/07/2024;CIDADE NOVA;10723;115;;;;;;
04/07/2024;AVENIDA - AUTOSSERVIÇO 01;735;103;;;;;;
04/07/2024;AVENIDA - AUTOSSERVIÇO 02;1969;103;;;;;;
04/07/2024;AVENIDA - AUTOSSERVIÇO 03;1748;103;;;;;;
04/07/2024;AVENIDA - AV. EDUARDO RIBEIRO FARMA;2748;103;;;;;;
04/07/2024;AVENIDA - AV. EDUARDO RIBEIRO LOJA;7190;103;;;;;;
04/07/2024;AVENIDA - JOAQUIM SARMENTO LOJA;3488;103;;;;;;
04/07/2024;AVENIDA - BALCÃO DE ENTREGAS;6998;103;;;;;;
04/07/2024;AVENIDA - ELETRÔNICO;11974;103;;;;;;
04/07/2024;AVENIDA - LINHA BRANCA ;3957;103;;;;;;
04/07/2024;AVENIDA - MOVEIS 2° PISO;1819;103;;;;;;
04/07/2024;AVENIDA - MOVEIS 3º PISO;566;103;;;;;;
04/07/2024;BOA VISTA SHOPPING;2662;701;;;;;;
04/07/2024;CAMAPUÃ;4007;118;;;;;;
04/07/2024;COARI;1279;591;;;;;;
04/07/2024;EDUCANDOS;1739;105;;;;;;
04/07/2024;ITACOATIARA;2503;510;;;;;;
04/07/2024;JATUARANA;2626;204;;;;;;
04/07/2024;MANACAPURU;2739;520;;;;;;
